ticker,current_price,estimated_value,price_to_value
PNR,,,
ALLE,137.34,87.64038808900916,1.567085712360322
ITW,215.94,91.88710768733348,2.350057646114886
AMAT,141.92,139.9584505004377,1.0140152273231702
NWL,23.67,9.927892757989248,2.3841917491455678
MAA,189.28,-1.0654256371998747,-177.65669737163546
EQR,81.54,3.1681281776597534,25.73759501745675
EL,,,
ETN,156.01,40.96888706586535,3.8080116686885823
BAC,42.14,37.76754449977627,1.1157728297705356
XLNX,157.24,31.04757020392287,5.064486494989314
BAX,80.85,46.381136684733534,1.7431655577904794
GPN,161.64,-91.43465115664262,-1.7678199452315297
PFG,64.45,71.2288600402948,0.904829867606193
MAR,152.51,4.382290632649573,34.80143440595839
LUV,52.85,1.5386870438133091,34.34746540077604
IPGP,164.27,86.54190912898225,1.8981554908289766
MSI,240.77,131.0340305599835,1.8374616042187806
PRGO,43.0,20.810392282288916,2.066275321325681
MNST,92.74,70.30816297166335,1.319050250784926
ZBRA,559.48,200.7363363584502,2.7871386424077684
ALB,226.4,56.987791662993615,3.972780720103219
ECL,223.77,44.79655822563279,4.995249833098959
CI,203.89,6009.795201207415,0.033926280875434305
SCHW,75.59,66.74857870970415,1.1324585700730503
FTV,73.26,33.85942109350788,2.163651876908394
CNC,62.82,174.5843052736398,0.359826159067032
VFC,67.96,7.527157120281977,9.028641081090402
ADM,59.76,29.814698660630484,2.0043804795824247
PG,143.55,86.88551609419544,1.65217410741248
IDXX,679.64,156.8535418785413,4.332959216989027
AWK,176.79,31.427503747638635,5.625327465382402
TXN,200.65,88.07243720351242,2.278238304412426
MET,61.36,111.35660948540874,0.5510225237958607
J,,,
HII,195.37,382.57223160598255,0.510674805591261
AJG,154.04,39.93161852750128,3.8575947001474837
PKG,141.87,138.11656602837368,1.0271758419685533
APH,77.49,42.94978871854056,1.8041997949701
TYL,482.51,20.828179160918996,23.1662113270736
BDX,,,
FLS,35.49,22.585766108219428,1.571343643157823
CL,76.63,56.11506750419421,1.3655868808189964
WU,20.23,20.707304944364868,0.9769499244036217
CTXS,110.19,56.735715213961996,1.9421628789634704
ADP,202.22,113.16137119307086,1.787005564425172
FRC,197.61,128.27267936551826,1.5405462876229647
EQIX,834.68,16.26331652235761,51.322865102732486
NCLH,28.1,-26.46595433682393,-1.0617414222959838
EXR,172.61,29.815119446830654,5.789344574245818
CFG,45.32,77.56281219829945,0.5843006295869405
MAS,56.08,71.76154790588045,0.7814770115264551
ABT,124.37,49.60009133136308,2.5074550602966026
PHM,47.49,106.50321544919461,0.4459020302786466
FISV,109.74,-65.94875684547448,-1.6640192362857338
TGT,241.44,198.08779402137952,1.218853494698121
XYL,135.62,42.27244892855068,3.2082361783493143
INCY,69.0,4.343793309565078,15.88473370684127
BKNG,2491.35,503.76961001271735,4.945415424993793
DIS,,,
MCO,376.27,215.96031521426968,1.7423108482994925
HPE,13.41,14.18509100445819,0.9453587570065931
PAYC,515.48,148.77702789529957,3.464782213304894
NWSA,24.37,12.990477381128242,1.87598956412512
SYY,80.48,29.470188983948447,2.7308952801027204
SPGI,453.08,259.2945233093732,1.747356612925506
PNC,194.5,86.5611034126304,2.2469676602068347
DVA,121.0,115.80755093227025,1.0448368783030957
NLSN,19.72,10.970332663314132,1.7975753885700854
MSFT,299.35,164.60774953386095,1.8185656559165926
HAL,21.0,1.814296074050384,11.57473705662487
TSCO,210.72,215.65702881100623,0.9771070350072714
FOX,,,
MRK,73.61,81.22849380206513,0.9062090967656051
DISCK,,,
LYV,92.74,-16.66706908947494,-5.564265648755499
IRM,44.27,5.445049698812516,8.130320648800437
RJF,,,
NI,24.01,-0.27181466079075417,-88.33224790065006
KEYS,178.38,90.67743459435835,1.9671928390781603
TRMB,87.7,19.159370176458786,4.577394726041539
GOOG,,,
LMT,349.52,516.1521594794943,0.6771646569346296
XRX,20.77,14.207578573320903,1.4618958390983006
EFX,265.5,61.819499101221965,4.294761424146705
DAL,43.53,-32.44272847322646,-1.3417490466599742
BR,169.01,48.068265750515664,3.5160411419292132
AMT,282.18,9.19153133002591,30.699998712750357
ADSK,294.67,-26.015532315654525,-11.326695007608436
REG,68.3,4.485245119522921,15.227707333699705
PXD,162.03,-229.23221315537873,-0.7068378295077247
BWA,43.83,65.9117928078389,0.6649796361598479
IR,53.51,-4.906804825866441,-10.905263587807617
DUK,98.46,7.888506541454504,12.481450003570089
CMCSA,,,
CINF,116.62,173.8905767510244,0.6706516372475771
FANG,88.72,240.9455005010677,0.36821604809178354
HPQ,27.89,74.67534928266561,0.37348335518899417
FCX,32.24,14.810404162275182,2.1768480891373105
WDC,57.94,33.35033112768868,1.7373140847736908
ESS,327.52,-5.395104598079247,-60.706886038243425
PBCT,16.73,22.483266284634002,0.7441089647830208
ISRG,1043.33,343.0363966789854,3.0414556883780226
DISH,43.31,76.65252587112916,0.5650172581763875
COST,,,
HCA,256.33,248.84705423291004,1.030070461513626
PEP,154.2,95.65641199319231,1.6120194850186742
IFF,132.64,-118.23686737045354,-1.121815918755859
OXY,28.1,-103.82299852455309,-0.270652942019919
LH,296.37,139.49900411423735,2.124531295989032
EXC,49.24,-16.363030497192664,-3.0092225280914744
KLAC,369.53,400.16141597605196,0.9234523500939302
BK,51.55,79.86884218559604,0.6454331700490932
NUE,100.92,96.98111254631708,1.040614995541547
POOL,465.49,252.15797092158147,1.8460253241201827
VRSN,217.77,91.19683915493194,2.387911708541085
GM,52.23,48.059177499752224,1.0867851410954603
CMI,227.66,178.69465309120187,1.2740168553549684
RE,255.74,155.74289390861446,1.6420652883852347
AOS,64.06,26.030213665915458,2.4609863300462105
ILMN,432.82,67.56256612932309,6.406210195917205
CAG,,,
MGM,44.62,-25.486692774600044,-1.7507175369755368
ATO,,,
AME,129.61,48.069973326544776,2.6962777599135452
HOLX,76.48,71.65209015777316,1.0673798884526062
CTSH,77.62,37.67127480691464,2.0604558884148165
NEE,80.7,-18.15715775007853,-4.444528219161999
CHRW,88.51,37.199139910359676,2.3793560876215487
CPRT,,,
BEN,,,
ROP,466.0,105.06447631248251,4.435371653250561
CAH,51.19,104.72772739550886,0.4887912807147883
TSN,,,
DPZ,489.84,331.0634857715053,1.4795953678143763
BBY,104.74,93.30445745745885,1.1225615887403348
GD,197.42,,
LB,,,
HLT,135.48,-15.266435737018488,-8.874370045097313
UPS,188.02,134.7513790046916,1.3953103959956787
ABC,,,
OTIS,84.86,53.55317483751545,1.584593261883575
DRE,48.85,-6.898520608577378,-7.081228392542834
KMB,132.99,106.99247861894081,1.24298456972523
PPG,148.58,66.73750682126054,2.2263342920186364
CMS,60.76,15.39977312124232,3.9455126722736034
EMN,102.2,51.96338278921311,1.9667695695364802
WAB,89.41,-111.14556689063961,-0.804440541366566
PEG,60.7,-4.0661884418326775,-14.927984983559154
LKQ,52.31,11.09779800377584,4.713547676953789
MLM,351.0,138.43394802590558,2.535505235567769
WRB,73.31,74.8550905886558,0.9793589109771252
LRCX,,,
ROK,,,
PKI,182.88,127.96978876001208,1.4290873007766207
AZO,,,
ODFL,302.97,110.9006969896738,2.7319034796346697
SJM,119.11,109.24193801863154,1.090332176088687
ORLY,625.54,231.85530152236183,2.697975831877488
NOW,666.31,-56.88040436988703,-11.714227551320821
ULTA,382.13,274.2106295782443,1.3935637746346428
SNPS,321.94,96.86392613164818,3.3236315402129164
LOW,207.87,69.89207260929358,2.974157042988584
MO,48.46,65.90779034020963,0.7352696813207388
AMD,105.8,9.51146955898182,11.12341256458015
MSCI,661.37,184.62203029576298,3.58229188001286
GIS,60.54,52.82577590922361,1.1460314393494684
BRK-B,,,
CDNS,163.55,39.450813302782535,4.145668651866919
ZBH,151.23,-2.4346646701899735,-62.11533023486135
CMA,78.44,185.08664450591766,0.4238015131204785
ENPH,153.66,23.6224490324303,6.504829359100169
FBHS,91.98,78.77073803076655,1.1676924997716047
CARR,53.12,28.846182564715185,1.8414914999871312
UDR,53.55,-24.815007429318253,-2.1579683243105596
IEX,216.68,91.37010089104625,2.3714540958905017
MPWR,517.92,43.132544116339616,12.007638561802334
PH,287.84,169.29128010834762,1.700264773329024
HFC,32.31,4.851696832492472,6.659525752642982
CF,54.84,-8.424861678319905,-6.509305682860333
EBAY,72.99,36.54301280056169,1.9973722582303912
TEL,,,
EW,120.07,41.774718803052885,2.874226408705959
LEG,46.59,9.494206652926056,4.907203066371138
CVX,100.6,-1.4211853378245338,-70.78598218160096
MA,358.16,154.03456899231068,2.3251923405445383
JBHT,173.75,135.192232299702,1.2852069756110018
BLK,874.62,633.7329992082374,1.380108028290649
DISCA,,,
CB,176.75,111.70682152800798,1.5822668444261831
AAP,215.66,79.60600018061858,2.709092273329744
GPC,123.02,34.59139958709425,3.5563753264813744
NTRS,109.33,43.95862838153129,2.4871112686021326
ALK,60.79,-22.26070942225154,-2.730820426559948
LEN,99.96,197.2750103383235,0.5067038132633737
BKR,24.22,-4.081175506302137,-5.934564676917118
AIZ,161.16,220.89332499515962,0.7295829333164842
ROL,37.49,13.575862634983684,2.7615188079018935
JKHY,171.38,81.4981180310765,2.1028706446282617
