date,open,high,low,close,adjclose,volume,ticker,stockId
2021-03-01,56.38999938964844,58.790000915527344,56.38999938964844,58.279998779296875,58.279998779296875,926200.0,PNR,11
2021-03-02,58.20000076293945,58.40999984741211,57.13999938964844,57.70000076293945,57.70000076293945,603200.0,PNR,11
2021-03-03,57.70000076293945,58.779998779296875,57.439998626708984,57.7400016784668,57.7400016784668,697600.0,PNR,11
2021-03-04,57.54999923706055,57.709999084472656,55.45000076293945,56.2599983215332,56.2599983215332,827300.0,PNR,11
2021-03-05,57.0,57.900001525878906,55.619998931884766,57.68000030517578,57.68000030517578,901700.0,PNR,11
2021-03-08,58.06999969482422,60.47999954223633,57.959999084472656,59.900001525878906,59.900001525878906,1229400.0,PNR,11
2021-03-09,60.099998474121094,60.2599983215332,59.0099983215332,59.04999923706055,59.04999923706055,853800.0,PNR,11
2021-03-10,59.040000915527344,60.56999969482422,58.81999969482422,59.93000030517578,59.93000030517578,910700.0,PNR,11
2021-03-11,59.77000045776367,61.0,59.290000915527344,60.119998931884766,60.119998931884766,822800.0,PNR,11
2021-03-12,60.560001373291016,60.77000045776367,59.43000030517578,59.45000076293945,59.45000076293945,478535.0,PNR,11
2021-03-01,109.75,113.05000305175781,108.0,111.69999694824219,111.69999694824219,928200.0,ALLE,37
2021-03-02,112.38999938964844,114.05000305175781,111.0,112.79000091552734,112.79000091552734,763400.0,ALLE,37
2021-03-03,112.13999938964844,113.56999969482422,111.47000122070312,112.1500015258789,112.1500015258789,894800.0,ALLE,37
2021-03-04,111.56999969482422,111.62000274658203,107.75,110.4000015258789,110.4000015258789,1101500.0,ALLE,37
2021-03-05,111.62000274658203,113.87000274658203,110.68000030517578,113.30999755859375,113.30999755859375,1082800.0,ALLE,37
2021-03-08,114.29000091552734,119.52999877929688,113.48999786376953,116.48999786376953,116.48999786376953,1233900.0,ALLE,37
2021-03-09,116.2699966430664,117.13999938964844,114.19000244140625,114.44000244140625,114.44000244140625,721900.0,ALLE,37
2021-03-10,114.37000274658203,116.47000122070312,113.93000030517578,115.94999694824219,115.94999694824219,636700.0,ALLE,37
2021-03-11,116.33000183105469,116.55999755859375,114.66999816894531,115.0,115.0,527700.0,ALLE,37
2021-03-12,116.29000091552734,117.05000305175781,115.6050033569336,116.44999694824219,116.44999694824219,211099.0,ALLE,37
2021-03-01,203.6699981689453,209.0500030517578,203.6699981689453,206.44000244140625,206.44000244140625,831200.0,ITW,45
2021-03-02,206.49000549316406,207.75999450683594,205.0500030517578,206.5,206.5,778400.0,ITW,45
2021-03-03,206.8800048828125,208.9199981689453,206.3000030517578,207.55999755859375,207.55999755859375,910400.0,ITW,45
2021-03-04,206.91000366210938,208.97000122070312,203.10000610351562,203.97000122070312,203.97000122070312,1939100.0,ITW,45
2021-03-05,205.83999633789062,210.67999267578125,204.0800018310547,210.00999450683594,210.00999450683594,864700.0,ITW,45
2021-03-08,211.1699981689453,216.3699951171875,209.6999969482422,213.39999389648438,213.39999389648438,867400.0,ITW,45
2021-03-09,213.5800018310547,214.00999450683594,210.72999572753906,210.85000610351562,210.85000610351562,1341400.0,ITW,45
2021-03-10,210.3300018310547,215.39999389648438,210.3300018310547,213.97999572753906,213.97999572753906,786400.0,ITW,45
2021-03-11,213.5399932861328,215.44000244140625,212.3300018310547,213.0500030517578,213.0500030517578,980900.0,ITW,45
2021-03-12,214.14999389648438,215.49310302734375,213.44000244140625,214.91000366210938,214.91000366210938,314507.0,ITW,45
2021-03-01,121.18000030517578,122.4800033569336,119.45999908447266,122.25,122.25,7003000.0,AMAT,48
2021-03-02,121.83999633789062,121.91000366210938,117.23999786376953,117.5,117.5,6505000.0,AMAT,48
2021-03-03,118.27999877929688,119.8499984741211,115.0999984741211,115.44000244140625,115.44000244140625,7257100.0,AMAT,48
2021-03-04,115.33999633789062,116.48999786376953,107.12999725341797,108.23999786376953,108.23999786376953,12433400.0,AMAT,48
2021-03-05,111.58999633789062,114.33999633789062,105.6500015258789,113.44999694824219,113.44999694824219,9962700.0,AMAT,48
2021-03-08,112.80000305175781,114.12000274658203,105.5,105.68000030517578,105.68000030517578,12091500.0,AMAT,48
2021-03-09,110.26000213623047,114.94999694824219,109.41000366210938,114.22000122070312,114.22000122070312,12040800.0,AMAT,48
2021-03-10,115.80000305175781,116.5,112.58000183105469,112.68000030517578,112.68000030517578,8820300.0,AMAT,48
2021-03-11,117.26000213623047,117.8499984741211,115.63999938964844,117.19000244140625,117.19000244140625,7713700.0,AMAT,48
2021-03-12,114.55000305175781,116.44999694824219,113.33000183105469,115.12999725341797,115.12999725341797,3847572.0,AMAT,48
2021-03-01,23.559999465942383,24.139999389648438,23.469999313354492,24.1200008392334,24.1200008392334,2576300.0,NWL,52
2021-03-02,24.200000762939453,24.229999542236328,23.729999542236328,24.049999237060547,24.049999237060547,3321600.0,NWL,52
2021-03-03,23.959999084472656,24.540000915527344,23.799999237060547,24.3700008392334,24.3700008392334,3059300.0,NWL,52
2021-03-04,24.260000228881836,24.5,23.530000686645508,23.959999084472656,23.959999084472656,2783000.0,NWL,52
2021-03-05,24.270000457763672,24.780000686645508,23.670000076293945,24.639999389648438,24.639999389648438,1924000.0,NWL,52
2021-03-08,24.899999618530273,25.5,24.739999771118164,25.200000762939453,25.200000762939453,2396200.0,NWL,52
2021-03-09,25.40999984741211,25.489999771118164,24.8799991607666,24.8799991607666,24.8799991607666,2095000.0,NWL,52
2021-03-10,25.25,25.719999313354492,25.09000015258789,25.290000915527344,25.290000915527344,3062800.0,NWL,52
2021-03-11,25.25,25.290000915527344,24.780000686645508,24.950000762939453,24.950000762939453,2635100.0,NWL,52
2021-03-12,25.110000610351562,25.270000457763672,24.940000534057617,25.135000228881836,25.135000228881836,1079022.0,NWL,52
2021-03-01,136.0399932861328,138.02999877929688,135.47000122070312,135.5399932861328,134.4853515625,1392900.0,MAA,54
2021-03-02,135.08999633789062,136.8699951171875,134.0,135.3000030517578,134.24722290039062,919300.0,MAA,54
2021-03-03,135.3000030517578,136.1699981689453,134.02999877929688,134.60000610351562,133.55267333984375,795800.0,MAA,54
2021-03-04,134.77999877929688,135.2899932861328,131.4499969482422,132.6999969482422,131.66744995117188,886000.0,MAA,54
2021-03-05,133.11000061035156,134.22000122070312,131.8699951171875,133.91000366210938,132.8680419921875,892800.0,MAA,54
2021-03-08,134.24000549316406,136.24000549316406,133.05999755859375,134.22999572753906,133.185546875,684000.0,MAA,54
2021-03-09,134.47999572753906,137.0399932861328,134.39999389648438,134.72999572753906,133.68165588378906,440500.0,MAA,54
2021-03-10,134.22000122070312,135.91000366210938,132.8699951171875,134.8300018310547,133.7808837890625,513400.0,MAA,54
2021-03-11,134.83999633789062,137.38999938964844,134.49000549316406,136.5500030517578,135.4875030517578,393700.0,MAA,54
2021-03-12,137.25999450683594,140.0,137.16000366210938,139.69000244140625,139.69000244140625,308770.0,MAA,54
