endDate,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,stockId,ticker,type
2020-07-31,224000000,,129000000,,98200000,449200000,839700000,149600000,149600000,,-8000000,,,,30800000,913100000,763500000,73400000,-20600000,,98200000,98200000,1642,ADSK,quarterly
2020-04-30,208400000,,90500000,,66500000,453100000,811400000,132800000,132800000,,-22300000,,,,24000000,885700000,752900000,74300000,-42300000,,66500000,66500000,1642,ADSK,quarterly
2020-12-31,,,38861000,73235000,38487000,20512000,187145000,71922000,71922000,7972000,-38301000,,,,-355000,267858000,195936000,80713000,-33061000,,39216000,38487000,1651,REG,quarterly
2020-09-30,,,13310000,73529000,12688000,19582000,173777000,68179000,68179000,1208000,-41049000,,,,0,251060000,182881000,77283000,-54869000,,13310000,12688000,1651,REG,quarterly
2020-06-30,,,19574000,75219000,19046000,21202000,157112000,48372000,48372000,2480000,-40950000,,,,0,233937000,185565000,76825000,-28798000,,19574000,19046000,1651,REG,quarterly
2020-03-31,,,-24783000,75813000,-25332000,13705000,216820000,112483000,112483000,1337000,-37978000,,,,0,295076000,182593000,78256000,-137266000,,-24783000,-25332000,1651,REG,quarterly
2020-12-31,,,28000000,,43000000,64000000,746000000,-18000000,-18000000,292000000,-36000000,,,,-15000000,2016000000,2034000000,1270000000,46000000,,43000000,43000000,1670,PXD,quarterly
2020-09-30,,,-16000000,,-20000000,64000000,633000000,91000000,91000000,69000000,-34000000,,,,4000000,1857000000,1766000000,1224000000,-107000000,,-20000000,-20000000,1670,PXD,quarterly
2020-06-30,,,-537000000,,-439000000,60000000,360000000,-527000000,-527000000,401000000,-33000000,,,,-98000000,1143000000,1670000000,783000000,-10000000,,-439000000,-438000000,1670,PXD,quarterly
2020-03-31,,,365000000,,289000000,56000000,731000000,675000000,675000000,-443000000,-27000000,,,,76000000,2010000000,1335000000,1279000000,-310000000,,289000000,288000000,1670,PXD,quarterly
2020-12-31,,,596000000,296000000,358000000,348000000,772000000,422000000,422000000,2000000,-23000000,,,,211000000,3926000000,3504000000,3154000000,174000000,,385000000,358000000,1690,BWA,quarterly
2020-09-30,,,272000000,161000000,111000000,202000000,517000000,319000000,319000000,-4000000,-20000000,,,,143000000,2534000000,2215000000,2017000000,-47000000,,129000000,111000000,1690,BWA,quarterly
2020-06-30,,,-90000000,152000000,-98000000,183000000,174000000,-8000000,-8000000,-1000000,-18000000,,,,-6000000,1426000000,1434000000,1252000000,-82000000,,-84000000,-98000000,1690,BWA,quarterly
2020-03-31,,,186000000,140000000,129000000,211000000,447000000,236000000,236000000,-1000000,-12000000,,,,49000000,2279000000,2043000000,1832000000,-50000000,,137000000,129000000,1690,BWA,quarterly
2020-12-31,,,108900000,69800000,151600000,246100000,526900000,130400000,130400000,38600000,-24400000,,,,-42200000,1510700000,1380300000,983800000,-21500000,,151100000,151600000,1703,IR,quarterly
2020-09-30,,,48100000,58200000,29500000,244200000,482000000,123000000,123000000,600000,-28800000,,,,18200000,1335200000,1212200000,853200000,-74900000,,29900000,29500000,1703,IR,quarterly
2020-06-30,,,-80700000,66900000,-177600000,246400000,360000000,-2100000,-2100000,1100000,-30800000,,,,95800000,1264400000,1266500000,904400000,-78600000,,-176500000,-177600000,1703,IR,quarterly
2020-03-31,,,-95700000,69300000,-36800000,154600000,244500000,33200000,33200000,1500000,-27100000,,,,-58900000,799900000,766700000,555400000,-128900000,,-36800000,-36800000,1703,IR,quarterly
2020-12-31,,,-319000000,1220000000,-63000000,,2564000000,1022000000,1022000000,334000000,-535000000,,,,-162000000,5777000000,4755000000,3213000000,-1341000000,7000000,-157000000,-77000000,1716,DUK,quarterly
2020-09-30,,,1339000000,1289000000,1304000000,,3420000000,1879000000,1879000000,324000000,-522000000,,,,105000000,6721000000,4842000000,3301000000,-540000000,7000000,1234000000,1276000000,1716,DUK,quarterly
2020-06-30,,,-1208000000,1127000000,-802000000,,2660000000,1176000000,1176000000,334000000,-554000000,,,,-316000000,5421000000,4245000000,2761000000,-2384000000,7000000,-892000000,-829000000,1716,DUK,quarterly
2020-03-31,,,1027000000,1162000000,938000000,,2964000000,1489000000,1489000000,345000000,-551000000,,,,137000000,5949000000,4460000000,2985000000,-462000000,7000000,890000000,911000000,1716,DUK,quarterly
2020-12-31,,,4416000000,2695000000,3380000000,11100000000,18270000000,3918000000,3918000000,,-1231000000,,,,979000000,27708000000,23790000000,9438000000,498000000,,3437000000,3380000000,1743,CMCSA,quarterly
2020-09-30,,,2770000000,2649000000,2019000000,9571000000,16967000000,4076000000,4076000000,,-1220000000,,,,739000000,25532000000,21456000000,8565000000,-1306000000,,2031000000,2019000000,1743,CMCSA,quarterly
2020-06-30,,,3955000000,2433000000,2988000000,8987000000,16898000000,4647000000,4647000000,,-1112000000,,,,946000000,23715000000,19068000000,6817000000,-692000000,,3009000000,2988000000,1743,CMCSA,quarterly
2020-03-31,,,2924000000,2536000000,2147000000,10192000000,18308000000,4852000000,4852000000,,-1212000000,,,,700000000,26609000000,21757000000,8301000000,-1928000000,,2224000000,2147000000,1743,CMCSA,quarterly
2020-12-31,,,1316000000,,1049000000,,1357000000,1330000000,1330000000,27000000,-14000000,,,,267000000,2694000000,1364000000,1337000000,-14000000,,1049000000,1049000000,1761,CINF,quarterly
2020-09-30,,,614000000,,484000000,,652000000,627000000,627000000,25000000,-13000000,,,,130000000,2227000000,1600000000,1575000000,-13000000,,484000000,484000000,1761,CINF,quarterly
2020-06-30,,,1145000000,,909000000,,1189000000,1159000000,1159000000,30000000,-14000000,,,,236000000,2714000000,1555000000,1525000000,-14000000,,909000000,909000000,1761,CINF,quarterly
2020-03-31,,,-1576000000,,-1226000000,,-1540000000,-1563000000,-1563000000,23000000,-13000000,,,,-350000000,-99000000,1464000000,1441000000,-13000000,,-1226000000,-1226000000,1761,CINF,quarterly
2020-12-31,,,-958000000,1010000000,-739000000,24000000,568000000,113000000,113000000,163000000,-50000000,,,,-202000000,767000000,654000000,199000000,-1071000000,,-756000000,-739000000,1764,FANG,quarterly
2020-09-30,,,-1409000000,1117000000,-1113000000,20000000,522000000,91000000,91000000,125000000,-48000000,,,,-304000000,683000000,592000000,161000000,-1500000000,,-1105000000,-1113000000,1764,FANG,quarterly
2020-06-30,,,-3092000000,1121000000,-2393000000,20000000,233000000,-486000000,-486000000,356000000,-54000000,,,,-681000000,404000000,890000000,171000000,-2606000000,,-2411000000,-2393000000,1764,FANG,quarterly
2020-03-31,,,-317000000,1490000000,-272000000,24000000,640000000,811000000,811000000,-602000000,-110000000,,,,83000000,855000000,44000000,215000000,-1128000000,,-400000000,-272000000,1764,FANG,quarterly
2021-01-31,471000000,,1296000000,,1068000000,1338000000,3324000000,1486000000,1486000000,,-63000000,,,,228000000,15646000000,14160000000,12322000000,-190000000,,1068000000,1068000000,1784,HPQ,quarterly
2020-10-31,381000000,,776000000,,668000000,1263000000,2679000000,1006000000,1006000000,,-145000000,,,,108000000,15258000000,14252000000,12579000000,-230000000,,668000000,668000000,1784,HPQ,quarterly
2020-07-31,359000000,,751000000,,734000000,1156000000,2393000000,849000000,849000000,,-55000000,,,,17000000,14294000000,13445000000,11901000000,-98000000,,734000000,734000000,1784,HPQ,quarterly
2020-04-30,338000000,,826000000,,764000000,1157000000,2493000000,969000000,969000000,,-64000000,,,,62000000,12469000000,11500000000,9976000000,-143000000,,764000000,764000000,1784,HPQ,quarterly
2020-12-31,,,1469000000,8494000000,708000000,117000000,1864000000,1335000000,1335000000,-31000000,-201000000,,,,611000000,4495000000,3160000000,2631000000,134000000,,858000000,708000000,1790,FCX,quarterly
2020-09-30,,,729000000,8326000000,329000000,72000000,1407000000,916000000,916000000,21000000,-120000000,,,,297000000,3851000000,2935000000,2444000000,-187000000,,432000000,326000000,1790,FCX,quarterly
2020-06-30,,,220000000,8201000000,53000000,76000000,951000000,516000000,516000000,11000000,-115000000,,,,96000000,3054000000,2538000000,2103000000,-296000000,,124000000,53000000,1790,FCX,quarterly
2020-03-31,,,-609000000,8108000000,-491000000,110000000,51000000,-434000000,-434000000,26000000,-127000000,,,,-60000000,2798000000,3232000000,2747000000,-175000000,,-549000000,-491000000,1790,FCX,quarterly
2021-01-01,535000000,,85000000,,62000000,265000000,960000000,160000000,160000000,,-81000000,,,,23000000,3943000000,3783000000,2983000000,-75000000,,62000000,62000000,1795,WDC,quarterly
2020-10-02,555000000,,-3000000,,-60000000,256000000,874000000,63000000,63000000,,-84000000,,,,57000000,3922000000,3859000000,3048000000,-66000000,,-60000000,-60000000,1795,WDC,quarterly
2020-07-03,546000000,,185000000,,148000000,268000000,1070000000,256000000,256000000,,-87000000,,,,37000000,4287000000,4031000000,3217000000,-71000000,,148000000,148000000,1795,WDC,quarterly
2020-04-03,563000000,,46000000,,17000000,281000000,1018000000,174000000,174000000,,-99000000,,,,29000000,4175000000,4001000000,3157000000,-128000000,,17000000,17000000,1795,WDC,quarterly
2020-12-31,,,101649000,215021000,95745000,23144000,253071000,99800000,99800000,,-55609000,,,,0,369733000,269933000,116662000,1849000,,101649000,95745000,1815,ESS,quarterly
2020-09-30,,,78842000,215204000,73661000,13310000,264755000,121243000,121243000,,-55430000,,,,0,385771000,264528000,121016000,-42401000,,78842000,73661000,1815,ESS,quarterly
2020-06-30,,,90076000,220048000,84458000,14952000,268957000,120396000,120396000,,-54447000,,,,0,387754000,267358000,118797000,-30320000,,90076000,84458000,1815,ESS,quarterly
2020-03-31,,,328765000,222427000,315006000,13982000,297675000,152134000,152134000,,-55147000,,,,0,413664000,261530000,115989000,176631000,,328765000,315006000,1815,ESS,quarterly
2020-12-31,,,252900000,,207700000,249800000,546300000,0,274400000,22100000,,,,,45200000,546300000,271900000,0,-21500000,,207700000,204200000,1867,PBCT,quarterly
2020-09-30,,,172100000,,144600000,249900000,464400000,0,193100000,21400000,,,,,27500000,464400000,271300000,0,-21000000,,144600000,141100000,1867,PBCT,quarterly
2020-06-30,,,110400000,,89900000,248200000,411700000,0,144900000,18600000,,,,,20500000,411700000,266800000,0,-34500000,,89900000,86400000,1867,PBCT,quarterly
2020-03-31,,,166200000,,130400000,261500000,484300000,0,201000000,21800000,,,,,35800000,484300000,283300000,0,-34800000,,130400000,126900000,1867,PBCT,quarterly
2020-12-31,149800000,,436500000,27600000,365200000,331400000,895800000,414600000,414600000,,,,,,72900000,1329100000,914500000,433300000,21900000,,363600000,365200000,1870,ISRG,quarterly
2020-09-30,155000000,,355200000,28900000,313900000,298900000,724300000,270400000,270400000,,,,,,38400000,1077700000,807300000,353400000,84800000,,316800000,313900000,1870,ISRG,quarterly
2020-06-30,143200000,,107200000,25900000,68000000,279100000,502900000,80600000,80600000,,,,,,37000000,852100000,771500000,349200000,26600000,,70200000,68000000,1870,ISRG,quarterly
2020-03-31,147100000,,308100000,23800000,313500000,308100000,738200000,283000000,283000000,,,,,,-8100000,1099500000,816500000,361300000,25100000,,316200000,313500000,1870,ISRG,quarterly
2020-12-31,,,989709000,351138000,732632000,429261000,1615425000,989639000,989639000,,,,,,228411000,4557365000,3567726000,2941940000,70000,,761298000,732632000,1909,DISH,quarterly
2020-09-30,,,806473000,634206000,504599000,516648000,1526979000,811248000,811248000,,6778000.0,,,,273514000,4531591000,3720343000,3004612000,-4775000,,532959000,504599000,1909,DISH,quarterly
2020-06-30,,,631750000,605847000,452343000,410689000,1200463000,637650000,637650000,,-11494000.0,,,,151344000,3187090000,2549440000,1986627000,-5900000,,480406000,452343000,1909,DISH,quarterly
2020-03-31,,,144280000,577801000,73099000,463956000,1131272000,500496000,500496000,,-15606000.0,,,,45006000,3217389000,2716893000,2086117000,-356216000,,99274000,73099000,1909,DISH,quarterly
2020-11-22,,,1420000000,449000000,1166000000,4298000000,5750000000,1430000000,1430000000,,-39000000,,,,239000000,43208000000,41778000000,37458000000,-10000000,,1181000000,1166000000,1962,COST,quarterly
2020-08-30,,,1869000000,421000000,1389000000,4786000000,7090000000,2278000000,2278000000,,-51000000,,,,465000000,53383000000,51105000000,46293000000,-409000000,,1404000000,1389000000,1962,COST,quarterly
2020-05-10,,,1163000000,401000000,838000000,3591000000,5061000000,1462000000,1462000000,,-37000000,,,,311000000,37266000000,35804000000,32205000000,-299000000,,852000000,838000000,1962,COST,quarterly
2020-02-16,,,1277000000,385000000,931000000,3743000000,5016000000,1266000000,1266000000,,-34000000,,,,330000000,39072000000,37806000000,34056000000,11000000,,947000000,931000000,1962,COST,quarterly
2020-12-31,,,2072000000,2320000000,1426000000,923000000,5534000000,2390000000,2390000000,1559000000,-383000000,,,,378000000,14293000000,11903000000,8759000000,-318000000,,1694000000,1426000000,2015,HCA,quarterly
2020-09-30,,,988000000,2273000000,668000000,923000000,5086000000,2141000000,2141000000,2251000000,-385000000,,,,209000000,13311000000,11170000000,8225000000,-1153000000,,779000000,668000000,2015,HCA,quarterly
2020-06-30,,,1560000000,2354000000,1079000000,923000000,3990000000,1152000000,1152000000,2147000000,-388000000,,,,344000000,11068000000,9916000000,7078000000,408000000,,1216000000,1079000000,2015,HCA,quarterly
2020-03-31,,,810000000,2259000000,581000000,923000000,4620000000,1519000000,1519000000,2427000000,-428000000,,,,112000000,12861000000,11342000000,8241000000,-709000000,,698000000,581000000,2015,HCA,quarterly
2020-12-26,719000000,,2357000000,98000000,1845000000,8500000000,12057000000,2848000000,2848000000,-10000000,-339000000,,,,498000000,22455000000,19607000000,10398000000,-491000000,,1859000000,1845000000,2027,PEP,quarterly
2020-09-05,719000000,,2833000000,112000000,2291000000,6776000000,9947000000,3169000000,3169000000,2000000,-264000000,,,,526000000,18091000000,14922000000,8144000000,-336000000,,2307000000,2291000000,2027,PEP,quarterly
2020-06-13,719000000,,2168000000,96000000,1646000000,6243000000,8877000000,2632000000,2632000000,2000000,-235000000,,,,510000000,15945000000,13313000000,7068000000,-464000000,,1658000000,1646000000,2027,PEP,quarterly
2020-03-21,719000000,,1711000000,94000000,1338000000,5537000000,7756000000,2053000000,2053000000,166000000,-290000000,,,,360000000,13881000000,11828000000,6125000000,-342000000,,1351000000,1338000000,2027,PEP,quarterly
2020-12-31,100038000,,79298000,109434000,67589000,214333000,513819000,149063000,149063000,2700000,-32756000,,,,12734000,1270073000,1121010000,756254000,-69765000,,66564000,63928000,2036,IFF,quarterly
2020-09-30,89968000,,105500000,112113000,84828000,188130000,524530000,198694000,198694000,2700000,-34844000,,,,19269000,1268076000,1069382000,743546000,-93194000,,86231000,85592000,2036,IFF,quarterly
2020-06-30,80948000,,103065000,111645000,86204000,188969000,482184000,163433000,163433000,2700000,-32062000,,,,15699000,1198773000,1035340000,716589000,-60368000,,87366000,84398000,2036,IFF,quarterly
2020-03-31,85909000,,153508000,115537000,124607000,210995000,566529000,226975000,226975000,-5700000,-32140000,,,,26297000,1347317000,1120342000,780788000,-73467000,,127211000,130213000,2036,IFF,quarterly
2020-12-31,,,-1425000000,,-1112000000,209000000,2070000000,-504000000,-504000000,491000000,-259000000,,,,-276000000,4160000000,4664000000,2090000000,-921000000,37000000,-1149000000,-1312000000,2062,OXY,quarterly
2020-09-30,,,-4058000000,,-3575000000,166000000,2158000000,-384000000,-384000000,411000000,-265000000,,,,-403000000,4108000000,4492000000,1950000000,-3674000000,80000000,-3655000000,-3778000000,2062,OXY,quarterly
2020-06-30,,,-8184000000,,-8131000000,225000000,1090000000,-7914000000,-7914000000,182000000,-386000000,,,,-1468000000,2928000000,10842000000,1838000000,-270000000,-1415000000,-6716000000,-8353000000,2062,OXY,quarterly
2020-03-31,,,-2038000000,,-2013000000,264000000,3893000000,315000000,315000000,422000000,-937000000,,,,-25000000,6613000000,6298000000,2720000000,-2353000000,-1415000000,-2013000000,-2232000000,2062,OXY,quarterly
2020-12-31,,,1242700000,20700000,938300000,518000000,1904900000,1296100000,1296100000,,-48300000,,,,304100000,4489800000,3193700000,2584900000,-53400000,,938600000,938300000,2070,LH,quarterly
2020-09-30,,,947100000,19900000,703400000,413200000,1559400000,1084000000,1084000000,,-51400000,,,,243400000,3896100000,2812100000,2336700000,-136900000,,703700000,703400000,2070,LH,quarterly
2020-06-30,,,297000000,19500000,231600000,383700000,760500000,316700000,316700000,,-52700000,,,,65400000,2768800000,2452100000,2008300000,-19700000,,231600000,231600000,2070,LH,quarterly
2020-03-31,,,-267700000,18500000,-317200000,383400000,728000000,282300000,282300000,,-55000000,,,,49200000,2823800000,2541500000,2095800000,-550000000,,-316900000,-317200000,2070,LH,quarterly
2020-12-31,,,667000000,2283000000,359000000,-15000000,2259000000,844000000,844000000,415000000,-394000000,,,,232000000,8114000000,7270000000,5855000000,-177000000,,435000000,359000000,2078,EXC,quarterly
2020-09-30,,,785000000,2219000000,501000000,-15000000,3132000000,1674000000,1674000000,452000000,-404000000,,,,216000000,8853000000,7179000000,5721000000,-889000000,,569000000,501000000,2078,EXC,quarterly
