endDate,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,stockId,ticker
2017-12-31,1221211,,7123229,,4449535,11676693,20263907,6839420,6839420,,,,,,2673694,38286376,31446956,18022469,283809,,4449535,4449535,49431,PFIE
2016-12-31,911402,,-1084951,,-686564,9868182,10399933,-1004500,-1004500,,,,,,-398387,20530840,21535340,10130907,-80451,,-686564,-686564,49431,PFIE
2019-12-31,,,-2900,,-2900,,0,0,,,,,,,0,0,0,0,-2900,,-2900,-2900,49432,VTAQ
2020-07-31,,,15778323,,15778323,4327605,30887355,26559750,26559750,,-5384527,,,,0,30887355,4327605,0,-10781427,,15778323,15778323,49433,MUJ
2019-07-31,,,39294426,,39294426,4251071,31266304,27015233,27015233,,-7244025,,,,0,31266304,4251071,0,12279193,,39294426,39294426,49433,MUJ
2018-07-31,,,13613766,,13613766,4316470,31781686,27465216,27465216,,-6075573,,,,0,31781686,4316470,0,-13851450,,13613766,13613766,49433,MUJ
2017-07-31,,,-5163137,,-5163137,4286709,32164604,27877895,27877895,,-4604216,,,,0,32164604,4286709,0,-33041032,,-5163137,-5163137,49433,MUJ
2019-12-31,,,-5351000,,-5386000,3614000,3342000,-6395000,-6395000,134000,,,,,35000,7730000,14125000,4388000,1044000,,-5386000,-5386000,49434,AUMN
2018-12-31,,,-1932000,,-1945000,3355000,3662000,-5215000,-5215000,216000,,,,,13000,7217000,12432000,3555000,3283000,,-1945000,-1945000,49434,AUMN
2017-12-31,,,-3879000,,-3892000,3512000,3680000,-2987000,-2987000,-1184000,,,,,13000,6691000,9678000,3011000,-892000,,-3892000,-3892000,49434,AUMN
2016-12-31,,,-10659000,,-10659000,3890000,3846000,-6096000,-6096000,193000,-515000.0,,,,0,6400000,12496000,2554000,-4563000,,-10659000,-10659000,49434,AUMN
2020-10-31,321000000,,-388000000,4000000,-347000000,981000000,1139000000,-163000000,-163000000,,-199000000,,,,-59000000,7503000000,7666000000,6364000000,-225000000,,-329000000,-347000000,49436,NAV
2019-10-31,319000000,,262000000,3000000,221000000,816000000,1835000000,700000000,700000000,,-207000000,,,,19000000,11251000000,10551000000,9416000000,-438000000,,243000000,221000000,49436,NAV
2018-10-31,297000000,,420000000,5000000,340000000,820000000,1764000000,647000000,647000000,,-235000000,,,,52000000,10250000000,9603000000,8486000000,-227000000,,368000000,340000000,49436,NAV
2017-10-31,251000000,,64000000,4000000,30000000,743000000,1374000000,380000000,380000000,,-265000000,,,,10000000,8570000000,8190000000,7196000000,-316000000,1000000.0,54000000,30000000,49436,NAV
2020-12-31,,,324117000,,243439000,572375000,1053830000,481455000,481455000,,,,,,74590000,6129320000,5647865000,5075490000,-157338000,,249527000,243439000,49442,TMHC
2019-12-31,,,322272000,8006000.0,254652000,490271000,876607000,386336000,386336000,,,,,,67358000,4762059000,4375723000,3885452000,-64064000,,254914000,254652000,49442,TMHC
2018-12-31,,,273516000,3543000.0,206364000,410443000,787124000,376681000,376681000,,,,,,63036000,4227393000,3850712000,3440269000,-103165000,,210480000,206364000,49442,TMHC
2017-12-31,,,355656000,750428000.0,91220000,390440000,738929000,348489000,348489000,,,,,,179006000,3885290000,3536801000,3146361000,7167000,,176650000,91220000,49442,TMHC
2020-08-31,,,-2254223,,-2275532,1420705,604390,-2155823,-2155823,,-107105,,,,21309,2417173,4572996,1812783,-98400,,-2275532,-2275532,49444,VMAR
2019-08-31,,,297453,,233066,946422,1285364,333700,333700,,-34457,,,,64387,2869377,2535677,1584013,-36247,,233066,233066,49444,VMAR
2018-08-31,,,-34115,,-185848,507350,501727,-6123,-6123,,-39951,,,,151733,1271566,1277689,769839,-27992,,-185848,-185848,49444,VMAR
2019-12-31,18355403,,105333552,,102204472,41806638,173013581,112851540,112851540,,-11940346,,,,3129080,319181424,206329884,146167843,-7517988,,102204472,102204472,49445,WIMI
2018-12-31,8020082,,97293388,,89217792,31034826,139857503,100802595,100802595,,-5171453,,,,8075596,225271564,124468969,85414061,-3509207,,89217792,89217792,49445,WIMI
2017-12-31,9696322,,73865982,,73337971,25854671,112849337,77298344,77298344,,-4228995,,,,528011,192029524,114731180,79180187,-3432362,,73337971,73337971,49445,WIMI
2020-02-01,,,119774000,,94497000,857027000,999670000,142643000,142643000,,-7355000,,,,25277000,3492687000,3350044000,2493017000,-22869000,,94497000,94497000,49450,DBI
2019-02-02,,,9367000,,-20466000,1014915000,1187724000,172809000,172809000,,-2433000,,,,29833000,3183738000,3010929000,1996014000,-163442000,,-20466000,-20466000,49450,DBI
2018-02-03,,,127019000,,67452000,837853000,1028861000,191008000,191008000,,-488000,,,,59567000,2810720000,2619712000,1781859000,-63989000,,67452000,67452000,49450,DBI
2017-01-28,,,203197000,,124419000,815762000,995588000,179826000,179826000,,-238000,,,,78778000,2718299000,2538473000,1722711000,23371000,,124419000,124419000,49450,DBI
